POI名称,所在区县,详细地址,经度,纬度,POI类型,分析类别
南京市口腔医院江北口腔医学中心,浦口区,浦珠中路359号南京鼓楼医院江北国际医院A楼5-7层,118.668605,32.092515,医疗保健服务;综合医院;三级甲等医院,医院
东南大学附属中大医院门诊部,鼓楼区,丁家桥87号东南大学附属中大医院内,118.776781,32.071134,医疗保健服务;综合医院;三级甲等医院,医院
南京紫金医院(秦淮院区),秦淮区,大光路街道象房村56号,118.807877,32.020759,医疗保健服务;综合医院;综合医院,医院
玄武区锁金村社区卫生服务中心,玄武区,锁金村63号,118.817709,32.070817,医疗保健服务;综合医院;卫生院,医院
顾泽医疗门诊(仙林门诊),栖霞区,文澜路8号,118.918754,32.097189,医疗保健服务;专科医院;整形美容,医院
南京华厦眼科医院,秦淮区,洪武路135号(新街口地铁站出入口步行440米),118.787743,32.037647,医疗保健服务;专科医院;眼科医院,医院
张接骨,浦口区,浦珠南路7号,118.656404,32.079803,医疗保健服务;专科医院;骨科医院,医院
大麦微针植发·全国连锁(南京分院),秦淮区,苜蓿园大街88号锦湖大厦一二层,118.831796,32.029167,医疗保健服务;专科医院;整形美容,医院
江苏省口腔医院第六门诊部,江宁区,秣陵街道秦淮路4号青春水岸家园,118.815893,31.953397,医疗保健服务;专科医院;口腔医院,医院
淳化街道方山社区卫生服务中心,江宁区,天元东路6号(竹山路地铁站4号口步行150米),118.847121,31.931326,医疗保健服务;综合医院;卫生院,医院
江东社区卫生服务中心,鼓楼区,江东街道润江路1号,118.730941,32.029768,医疗保健服务;综合医院;卫生院,医院
江宁区第二人民医院,江宁区,上坊镇陈陵路50号,118.886866,31.962803,医疗保健服务;专科医院;精神病医院,医院
鼓楼区幕府山社区卫生服务中心,鼓楼区,幕府东路57号云谷山庄39幢,118.786779,32.116065,医疗保健服务;综合医院;卫生院,医院
江宁区麒麟街道社区卫生服务中心,江宁区,麒麟街道新市镇1号楼,118.926779,32.04612,医疗保健服务;综合医院;卫生院,医院
南京秦淮博韵口腔门诊部,秦淮区,苜蓿园大街16号,118.831921,32.037735,医疗保健服务;专科医院;口腔医院,医院
岱山社区卫生服务中心,雨花台区,西善桥街道盛家岗西街1号,118.692956,31.946009,医疗保健服务;综合医院;卫生院,医院
南京金陵口腔医院,鼓楼区,江东北路91号,118.737929,32.039942,医疗保健服务;专科医院;口腔医院,医院
石门坎社区卫生服务中心,秦淮区,光华路海福巷20号,118.834677,32.01884,医疗保健服务;综合医院;卫生院,医院
南京市口腔医院第五门诊部,建邺区,庐山路94号,118.737011,32.00983,医疗保健服务;专科医院;口腔医院,医院
德康体检(德康医院),浦口区,泰西路3号金泰商务(泰山新村地铁站3A口步行280米),118.714597,32.144231,医疗保健服务;综合医院;综合医院,医院
南医大友谊医院(疤痕胎记皮肤修复中心),鼓楼区,汉中路146号,118.773849,32.042847,医疗保健服务;专科医院;整形美容,医院
高淳中医院,高淳区,淳中路7号,118.868535,31.322922,医疗保健服务;综合医院;综合医院,医院
上坊社区卫生服务中心,江宁区,远泰路28号,118.878014,31.995593,医疗保健服务;综合医院;卫生院,医院
泰山社区医院,浦口区,泰西路6号(泰山新村地铁站2号口步行280米),118.713065,32.145421,医疗保健服务;综合医院;卫生院,医院
中大医院北院,鼓楼区,新模范马路3号,118.780197,32.077108,医疗保健服务;综合医院;综合医院,医院
南京张文新骨伤科医院,浦口区,泰冯路79号,118.719332,32.16153,医疗保健服务;专科医院;骨科医院,医院
优白口腔门诊部,栖霞区,风华路1号大田悦生活广场1号电梯1-2层,118.928825,32.09357,医疗保健服务;专科医院;口腔医院,医院
小市社区卫生服务中心,鼓楼区,小市东门前街155号(小市地铁站1号口步行60米),118.785806,32.093767,医疗保健服务;综合医院;卫生院,医院
马群社区卫生服务中心,栖霞区,百水桥南路9号,118.90062,32.039589,医疗保健服务;综合医院;卫生院,医院
南京江宁雅禾口腔门诊部,江宁区,双龙大道景枫中心1层(1912肯德基对面),118.819406,31.930129,医疗保健服务;专科医院;口腔医院,医院
南京市口腔医院-第二门诊部,秦淮区,中山南路239号(张府园地铁站2号口步行120米),118.784434,32.031902,医疗保健服务;专科医院;口腔医院|医疗保健服务;综合医院;综合医院,医院
秦淮区中华门社区卫生服务中心,秦淮区,中华路512号,118.781907,32.015513,医疗保健服务;综合医院;卫生院,医院
溧水区永阳街道社区卫生服务中心,溧水区,珍珠南路3号(原中医院),119.032102,31.652305,医疗保健服务;综合医院;卫生院,医院
南京紫金医院(江宁病区),江宁区,科建路1190号,118.875306,31.932969,医疗保健服务;综合医院;综合医院,医院
康贝佳口腔(高淳分院),高淳区,淳溪街道宝塔路133号-12、13、15门面房3间9幢202室、302室,118.8843,31.324486,医疗保健服务;专科医院;口腔医院,医院
南京工业大学江浦校区,浦口区,浦珠南路30号,118.640105,32.082481,科教文化服务;学校;高等院校,学校
南京信息工程大学,浦口区,宁六路219号,118.715383,32.203407,科教文化服务;学校;高等院校,学校
南京理工大学(南京孝陵卫校区),玄武区,孝陵卫街200号,118.855629,32.02891,科教文化服务;学校;高等院校,学校
南京师范大学仙林校区,栖霞区,文苑路1号,118.910278,32.106853,科教文化服务;学校;高等院校,学校
南京大学(鼓楼校区),鼓楼区,汉口路22号,118.779562,32.055153,科教文化服务;学校;高等院校,学校
南京大学仙林校区,栖霞区,仙林大道163号,118.958406,32.11956,科教文化服务;学校;高等院校,学校
南京林业大学(新庄校区),玄武区,龙蟠路159号,118.816969,32.078892,科教文化服务;学校;高等院校,学校
东南大学(九龙湖校区),江宁区,东南大学路2号,118.820909,31.887252,科教文化服务;学校;高等院校,学校
南京航空航天大学(将军路校区),江宁区,将军路29号,118.792231,31.938249,科教文化服务;学校;高等院校,学校
南京医科大学(五台校区),鼓楼区,汉中路140号(上海路地铁站2号口步行470米),118.774162,32.044693,科教文化服务;学校;高等院校,学校
南京农业大学(卫岗校区),玄武区,童卫路1号,118.843163,32.033103,科教文化服务;学校;高等院校,学校
南京邮电大学仙林校区,栖霞区,文苑路9号,118.930872,32.113519,科教文化服务;学校;高等院校,学校
河海大学(江宁校区),江宁区,佛城西路8号,118.785843,31.914453,科教文化服务;学校;高等院校,学校
南京传媒学院,江宁区,[],118.88802,31.884041,科教文化服务;学校;高等院校,学校
南京审计大学浦口校区,浦口区,雨山西路86号,118.608419,32.062833,科教文化服务;学校;高等院校,学校
南京财经大学仙林校区,栖霞区,仙林大学城文苑路3号,118.922744,32.108513,科教文化服务;学校;高等院校,学校
东南大学(四牌楼校区),玄武区,新街口街道四牌楼2号(鸡鸣寺地铁站6号口步行300米),118.795193,32.054213,科教文化服务;学校;高等院校,学校
南京师范大学(随园校区),鼓楼区,华侨路街道宁海路街道宁海路122号,118.76768,32.053187,科教文化服务;学校;高等院校,学校
南京艺术学院,鼓楼区,北京西路74号,118.753449,32.06292,科教文化服务;学校;高等院校,学校
南京工程学院(江宁校区),江宁区,江宁大学城弘景大道1号,118.878768,31.923521,科教文化服务;学校;高等院校,学校
南京医科大学江宁校区,江宁区,龙眠大道101号,118.890855,31.937991,科教文化服务;学校;高等院校,学校
三江学院,雨花台区,龙西路310号(近春江新城),118.752072,31.958136,科教文化服务;学校;高等院校,学校
南京晓庄学院(方山校区),江宁区,弘景大道3601号,118.901823,31.892849,科教文化服务;学校;高等院校,学校
河海大学西康路校区,鼓楼区,西康路1号,118.759579,32.055706,科教文化服务;学校;高等院校,学校
南京航空航天大学(明故宫校区),秦淮区,御道街29号,118.820282,32.035022,科教文化服务;学校;高等院校,学校
中国药科大学(江宁校区),江宁区,龙眠大道639号,118.918208,31.902898,科教文化服务;学校;高等院校,学校
南京工业职业技术大学(仙林校区),栖霞区,仙林大学城羊山北路1号,118.9395,32.12144,科教文化服务;学校;高等院校,学校
南京航空航天大学金城学院,江宁区,航金大道88号,118.88457,31.701303,科教文化服务;学校;高等院校,学校
南京农业大学(滨江校区),浦口区,江北新区滨江大道666号,118.636788,32.008672,科教文化服务;学校;高等院校,学校
江苏经贸职业技术学院(江宁校区),江宁区,龙眠大道180号(近南京医科大学),118.884862,31.931506,科教文化服务;学校;高等院校,学校
南京理工大学紫金学院,栖霞区,仙林大学城文澜路89号,118.934449,32.126088,科教文化服务;学校;高等院校,学校
南京中医药大学仙林校区,栖霞区,仙林大道138号,118.945588,32.101805,科教文化服务;学校;高等院校,学校
南京铁道职业技术学院(浦口校区),浦口区,珍珠南路65号,118.699176,32.101731,科教文化服务;学校;高等院校,学校
江苏海事职业技术学院,江宁区,格致路309号,118.907494,31.918368,科教文化服务;学校;高等院校,学校
金陵科技学院(江宁校区),江宁区,弘景大道99号,118.899789,31.903949,科教文化服务;学校;高等院校,学校
南京信息职业技术学院,栖霞区,文澜路99号,118.941622,32.128858,科教文化服务;学校;高等院校,学校
南京交通职业技术学院,江宁区,江宁大学城龙眠大道629号附近,118.911938,31.912292,科教文化服务;学校;高等院校,学校
南京科技职业学院,六合区,江北新区葛关路625号,118.749428,32.234111,科教文化服务;学校;高等院校,学校
南京审计大学金审学院,栖霞区,仙林大学城仙林大道100号,118.917145,32.087248,科教文化服务;学校;高等院校,学校
南京体育学院(灵谷寺校区),玄武区,灵谷寺路8号,118.866823,32.044328,科教文化服务;学校;高等院校,学校
南京特殊教育师范学院(燕子矶校区),栖霞区,中央门外吉祥庵神农路1号,118.830266,32.128759,科教文化服务;学校;高等院校,学校
南京师范大学附属中学,鼓楼区,察哈尔路37号,118.756787,32.077639,科教文化服务;学校;中学,学校
正德职业技术学院,江宁区,江宁经济技术开发区将军大道18号,118.783639,31.940717,科教文化服务;学校;高等院校,学校
东南大学成贤学院,浦口区,东大路6号,118.704873,32.153502,科教文化服务;学校;高等院校,学校
南京邮电大学(三牌楼校区),鼓楼区,新模范马路66号(近中山北路),118.77037,32.080728,科教文化服务;学校;高等院校,学校
江苏卫生健康职业学院浦口校区,浦口区,黄山岭路69号,118.611,32.076041,科教文化服务;学校;高等院校,学校
钟山职业技术学院,栖霞区,马群街169号,118.889655,32.043501,科教文化服务;学校;高等院校,学校
南京高等职业技术学校,建邺区,南苑街道黄山路58号,118.742169,32.008847,科教文化服务;学校;职业技术学校|科教文化服务;学校;高等院校,学校
江苏警官学院,浦口区,石佛寺三宫48号,118.656928,32.092706,科教文化服务;学校;高等院校,学校
金陵河西学校,建邺区,梦都大街60号(近黄山路),118.739425,32.009272,科教文化服务;学校;学校,学校
金陵科技学院(幕府校区),栖霞区,晓庄中心村130号,118.812193,32.123049,科教文化服务;学校;高等院校,学校
江苏第二师范学院(石湫校区),溧水区,石湫街道新河西路6号,118.902905,31.626742,科教文化服务;学校;高等院校,学校
南京大学(浦口校区),浦口区,学府路8号,118.705286,32.177445,科教文化服务;学校;高等院校,学校
南京旅游职业学院,江宁区,月华西路1号,118.891435,31.928751,科教文化服务;学校;高等院校,学校
南京工业大学浦江学院,溧水区,石湫街道励学路9号,118.901983,31.635931,科教文化服务;学校;高等院校,学校
宁海中学,鼓楼区,宁海路街道北阴阳营22-1号,118.771104,32.060827,科教文化服务;学校;中学,学校
金肯职业技术学院,江宁区,铜山镇铜岭新村6-3号,118.880653,31.685462,科教文化服务;学校;高等院校,学校
南京工业大学(丁家桥校区),鼓楼区,新模范马路5号,118.775533,32.078737,科教文化服务;学校;高等院校,学校
江苏第二师范学院(草场门校区),鼓楼区,北京西路77号,118.754425,32.057884,科教文化服务;学校;高等院校,学校
南京财经大学(福建路校区),鼓楼区,铁路北街128号,118.76154,32.086233,科教文化服务;学校;高等院校,学校
南京城市职业学院(溧水校区),溧水区,高山路1号,119.002135,31.716701,科教文化服务;学校;高等院校,学校
江苏城市职业学院(应天路校区),建邺区,应天大街832号,118.74734,32.020301,科教文化服务;学校;高等院校,学校
南京警察学院(仙林校区),栖霞区,仙林大学城文澜路28号(近文苑路),118.918044,32.109039,科教文化服务;学校;高等院校,学校
雨花台中学(紫荆花路校区),雨花台区,紫荆花路,118.779083,31.988726,科教文化服务;学校;中学,学校
南京农业大学浦口校区,浦口区,点将台路40号,118.699181,32.132845,科教文化服务;学校;高等院校,学校
南京交通技师学院,栖霞区,麒麟门狮子坝168号,118.919273,32.061967,科教文化服务;学校;职业技术学校,学校
南京市第二十九中学(龙江校区),鼓楼区,蓝天园23号,118.745432,32.052905,科教文化服务;学校;中学,学校
南京外国语学校仙林分校,栖霞区,仙林大学城仙林大道136号,118.937867,32.099485,科教文化服务;学校;中学,学校
南京市第十三中学,玄武区,玄武门街道西家大塘14号,118.79162,32.063739,科教文化服务;学校;中学,学校
南京东南实验学校,江宁区,吉印大道1999号,118.819728,31.897704,科教文化服务;学校;学校,学校
金肯职业技术学院南校区,江宁区,铜山镇金铜路2号,118.881254,31.684243,科教文化服务;学校;高等院校,学校
南京师范大学北校区,栖霞区,学林路2号,118.912267,32.11456,科教文化服务;学校;高等院校,学校
南京东山外国语学校,江宁区,东山街道上高路99号,118.869117,31.978118,科教文化服务;学校;学校,学校
南京机电职业技术学院,高淳区,鹿鸣大道33号,118.885997,31.38484,科教文化服务;学校;高等院校,学校
东南大学(丁家桥校区),鼓楼区,丁家桥87号,118.776028,32.074858,科教文化服务;学校;高等院校,学校
中国药科大学玄武门校区,鼓楼区,童家巷24号(玄武门地铁站2号口步行490米),118.779869,32.07332,科教文化服务;学校;高等院校,学校
南京晓庄学院莫愁校区,建邺区,汉中门大街123号,118.751473,32.037324,科教文化服务;学校;高等院校,学校
南京师范大学附属中学·树人学校,鼓楼区,南邻扬子江大道,118.731599,32.071066,科教文化服务;学校;中学,学校
南京审计大学(莫愁校区),鼓楼区,北圩路77号,118.751859,32.039629,科教文化服务;学校;高等院校,学校
南京林业大学(白马校区),溧水区,白马大道58号,119.171729,31.60587,科教文化服务;学校;高等院校,学校
南京工业大学虹桥校区,鼓楼区,中山北路200号,118.768319,32.074621,科教文化服务;学校;高等院校,学校
南京市第一中学南校区,秦淮区,中山南路301号(张府园地铁站3号口步行320米),118.784262,32.027591,科教文化服务;学校;中学,学校
南京田家炳高级中学,鼓楼区,长江新村8号(近南京工业大学),118.777051,32.084486,科教文化服务;学校;中学,学校
南京师范大学附属中学秦淮科技高中,秦淮区,石杨路5号,118.839759,32.009425,科教文化服务;学校;中学,学校
金陵中学(新街口校区),鼓楼区,华侨路街道中山路169号,118.782026,32.048293,科教文化服务;学校;中学,学校
南京邮电大学(锁金村校区),玄武区,锁金村街道锁金村10号,118.814272,32.070463,科教文化服务;学校;高等院校,学校
江苏城市职业学院,鼓楼区,古平岗35-1号,118.754689,32.069103,科教文化服务;学校;职业技术学校,学校
三江学院(东山校区),江宁区,中水路58号,118.822344,31.973373,科教文化服务;学校;高等院校,学校
南京外国语学校(南部新城校区),秦淮区,祥天路与汇景南路交叉口东北180米,118.833316,31.992751,科教文化服务;学校;中学,学校
南京财经高等职业技术学校(莫愁路校区),秦淮区,莫愁路419号(上海路地铁站5号口步行160米),118.774832,32.040348,科教文化服务;学校;职业技术学校,学校
南京大学鼓楼校区南园,鼓楼区,汉口路22号南京大学鼓楼校区,118.781393,32.052015,科教文化服务;学校;高等院校,学校
南京师范大学(紫金校区),玄武区,板仓街78号,118.820762,32.072165,科教文化服务;学校;高等院校,学校
南京视觉艺术学院,溧水区,柘宁东路116号,118.926926,31.747433,科教文化服务;学校;高等院校,学校
中共江苏省委党校,鼓楼区,水佐岗路49号,118.760066,32.069291,科教文化服务;学校;学校,学校
南京市第二十九中学(锦江校区),鼓楼区,清凉门大街与锦江路交叉口,118.735112,32.04806,科教文化服务;学校;中学,学校
江苏警官学院(安德门校区),雨花台区,小行路16号,118.75691,31.99325,科教文化服务;学校;高等院校,学校
南京河西外国语学校,建邺区,太清路30号(太清路地铁站2号口步行360米),118.699734,31.969385,科教文化服务;学校;中学|科教文化服务;学校;小学,学校
南京外国语学校北京东路校区,玄武区,北京东路30号(鸡鸣寺地铁站4号口步行310米),118.801366,32.056266,科教文化服务;学校;中学,学校
南京工业大学科技创新大楼,鼓楼区,新模范马路5号南京工业大学,118.778075,32.07648,科教文化服务;学校;高等院校,学校
中华中学(雨花校区),雨花台区,育德路28号,118.737729,31.965721,科教文化服务;学校;中学,学校
江苏经贸学院会计智慧实训中心,江宁区,龙眠大道264号,118.887459,31.934026,科教文化服务;学校;高等院校|科教文化服务;培训机构;培训机构,学校
南京一中实验学校,雨花台区,赛虹桥街道凤台南路28号,118.762185,32.010466,科教文化服务;学校;中学,学校
南京工业职业技术大学(天堂校区),秦淮区,军农路12号,118.83381,32.016729,科教文化服务;学校;职业技术学校,学校
南京师范大学附属扬子中学,六合区,园西路500号,118.739342,32.236669,科教文化服务;学校;中学,学校
南京体育学院(仙林校区),栖霞区,元化路东150米,118.969141,32.116078,科教文化服务;学校;高等院校,学校
江苏开放大学,鼓楼区,江东北路399号,118.738051,32.06406,科教文化服务;学校;学校,学校
中华中学(兴隆校区),建邺区,兴隆大街208号,118.722579,32.02081,科教文化服务;学校;中学,学校
南京工业科技技工学校,江宁区,麒麟门开城路2号,118.925699,32.057676,科教文化服务;学校;职业技术学校,学校
南京理工大学紫金学院(高淳校区),高淳区,西三号路与高团线交叉口西南侧,118.868381,31.386056,科教文化服务;学校;高等院校,学校
南京市第九中学(东南大学附属中学),玄武区,长江路碑亭巷51号(大行宫地铁站6号口步行260米),118.7925,32.043009,科教文化服务;学校;中学,学校
南京传媒学院(滨江校区),江宁区,滨江开发区翔凤路168号,118.564857,31.839656,科教文化服务;学校;高等院校,学校
中国科学院大学南京学院,江宁区,天泉路188号,118.9414,32.033854,科教文化服务;学校;高等院校,学校
南京师范大学附属中学栋梁学校,建邺区,红菱街29号,118.70365,31.981988,科教文化服务;学校;学校,学校
南京市第一中学(北校区),浦口区,浦云路64号,118.682373,32.097821,科教文化服务;学校;中学,学校
南京玄武外国语学校,玄武区,珠江路653号,118.804909,32.047459,科教文化服务;学校;中学,学校
江苏卫生健康职业学院,鼓楼区,凤凰西街150-1号,118.750353,32.043783,科教文化服务;学校;职业技术学校,学校
南京特殊教育师范学院,江宁区,湖熟镇润湖大道401号,118.980896,31.880252,科教文化服务;学校;高等院校,学校
南京求真中学,鼓楼区,燕亭路57号,118.799189,32.098649,科教文化服务;学校;中学,学校
三江学院东校区,雨花台区,铁心桥街道花神大道128号,118.77478,31.965437,科教文化服务;学校;高等院校,学校
金陵汇文学校,鼓楼区,清江路19号,118.727669,32.041757,科教文化服务;学校;中学,学校
江苏经贸职业技术学院光华校区,秦淮区,光华路石门坎104号,118.825925,32.017757,科教文化服务;学校;职业技术学校|科教文化服务;学校;高等院校,学校
南京市第十二中学,鼓楼区,下关街道中山北路408号,118.744535,32.087708,科教文化服务;学校;中学,学校
金陵中学(江心洲校区),建邺区,龙恩路18号,118.693792,32.004285,科教文化服务;学校;中学,学校
南京市江宁开发区学校(西校区),江宁区,清水亭东路1号,118.827791,31.918499,科教文化服务;学校;中学,学校
南京师范大学附属实验学校,栖霞区,仙林街道仙林大学城学衡路28号,118.915189,32.099174,科教文化服务;学校;中学,学校
南京城市职业学院,秦淮区,新街口游府西街46号,118.788648,32.039355,科教文化服务;学校;高等院校,学校
南京市江宁高级中学,江宁区,天元东路699号,118.867976,31.940989,科教文化服务;学校;中学,学校
江苏司法警官职业学院,浦口区,百合路248号,118.495186,31.924832,科教文化服务;学校;职业技术学校,学校
南京市第二十九中学幕府山初级中学,鼓楼区,幕府东路29号,118.780993,32.113716,科教文化服务;学校;中学,学校
南京师范大学附属中学新城初级中学,建邺区,黄山路123号,118.737029,31.998634,科教文化服务;学校;中学,学校
南京市第二十九中学初中部,鼓楼区,龙蟠里5号(开元新居西),118.763169,32.046387,科教文化服务;学校;中学,学校
燕子矶中学,栖霞区,和燕路565号,118.817416,32.141537,科教文化服务;学校;中学,学校
三江学院南校区,雨花台区,铁心桥宁水路16号,118.754526,31.953854,科教文化服务;学校;高等院校,学校
南京市游府西街小学,秦淮区,游府西街12号(大行宫地铁站2号口步行500米),118.791209,32.038797,科教文化服务;学校;小学,学校
南京外国语学校(江宁方山分校),江宁区,弘景大道3600号,118.893084,31.891441,科教文化服务;学校;中学,学校
南京警察学院(花园路校区),玄武区,玄武湖街道花园路11号,118.825268,32.083552,科教文化服务;学校;高等院校,学校
南京市天印高级中学,江宁区,东山街道上高路199号,118.867199,31.980031,科教文化服务;学校;中学,学校
南京汉开书院(五华路校区),浦口区,五华路与嘉义路交叉口西南220米,118.597652,32.033023,科教文化服务;学校;中学,学校
二七一教育集团南京宇通实验学校,江宁区,将军大道22号,118.788025,31.930088,科教文化服务;学校;中学,学校
南京师范大学附属中学行知分校,秦淮区,长巷西街6号,118.844483,32.020532,科教文化服务;学校;中学,学校
南京·仙林大学城,栖霞区,学衡路附近,118.930427,32.103946,科教文化服务;学校;高等院校,学校
南京大学鼓楼校区南园综合楼,鼓楼区,汉口路9号南京大学(鼓楼校区),118.780951,32.051627,科教文化服务;学校;学校,学校
南京市玄武高级中学,玄武区,农场巷124号,118.813914,32.056289,科教文化服务;学校;中学,学校
南京航空航天大学附属高级中学(蓝旗街校区),秦淮区,大光路街道御道街35号,118.817936,32.027436,科教文化服务;学校;中学,学校
南京市建邺高级中学,建邺区,沙洲街道富春江东街80号,118.735036,31.995771,科教文化服务;学校;中学,学校
南京市第五高级中学(莫愁路校区),秦淮区,莫愁路天妃巷121号(上海路地铁站1号口步行380米),118.777109,32.039066,科教文化服务;学校;中学,学校
南京市科利华中学,玄武区,后大树根40号(新模范马路地铁站4号口步行200米),118.785454,32.078536,科教文化服务;学校;中学,学校
南京南丁格尔护理学院,浦口区,康院路与广西埂大街交叉口东北220米,118.679489,32.100354,科教文化服务;学校;高等院校,学校
南京师范大学附属中学(奥南校区),建邺区,保东路36号,118.69574,31.979357,科教文化服务;学校;中学,学校
南京外国语学校雨花国际学校,雨花台区,宁双路88号,118.767789,31.973486,科教文化服务;学校;中学,学校
南京育英第二外国语学校,六合区,大厂新华西路57号,118.743039,32.215012,科教文化服务;学校;中学,学校
南京市金陵小学,栖霞区,仙林大道188号,118.966296,32.10926,科教文化服务;学校;小学,学校
南京市临江高级中学,江宁区,江宁经济技术开发区诚信大道188号,118.821419,31.908485,科教文化服务;学校;中学,学校
南京江北新区浦口外国语学校,浦口区,弘阳旭日爱上城,118.720023,32.127872,科教文化服务;学校;中学,学校
南京秦淮外国语学校,秦淮区,剪子巷132号(武定门地铁站2号口步行400米),118.790986,32.01183,科教文化服务;学校;中学,学校
南京市人民中学,玄武区,中山路178号(珠江路地铁站4号口步行240米),118.78536,32.048909,科教文化服务;学校;中学,学校
南京市大厂高级中学,六合区,南京化学工业园区旭东路279号,118.753472,32.222185,科教文化服务;学校;中学,学校
中共南京市栖霞区委党校,栖霞区,仙尧路6号,118.876406,32.10396,科教文化服务;学校;学校,学校
南京金地未来学校,浦口区,康健路17号,118.652639,32.049756,科教文化服务;学校;学校,学校
南京市第一中学(江北新区分校),浦口区,镇南河路95号,118.667571,32.061727,科教文化服务;学校;中学,学校
南京市六合区程桥高级中学,六合区,程桥镇编钟东路98号,118.741064,32.382272,科教文化服务;学校;中学,学校
南京市栖霞中学,栖霞区,金尧路15号南京市栖霞中学(新城路),118.878629,32.126603,科教文化服务;学校;中学,学校
南京育英外国语学校,鼓楼区,福建路25号,118.76503,32.083313,科教文化服务;学校;中学,学校
南京赫贤学校,江宁区,仁寿路7号,118.835256,31.786296,科教文化服务;学校;学校,学校
南京中医药大学汉中门校区,鼓楼区,汉中路282号(汉中门地铁站1号口步行100米),118.766993,32.044082,科教文化服务;学校;高等院校,学校
南京市板桥中学,雨花台区,板桥街道宁谷路106号,118.665428,31.91779,科教文化服务;学校;中学,学校
南京大学附属中学,鼓楼区,鼓楼街83号(鼓楼地铁站6号口步行290米),118.780268,32.060938,科教文化服务;学校;中学,学校
南京市鼓楼实验中学二十九中分校,鼓楼区,北圩路129号,118.75198,32.048511,科教文化服务;学校;中学,学校
南京艺术学院附属中等艺术学校,浦口区,雨山西路100号,118.614912,32.060538,科教文化服务;学校;职业技术学校,学校
江苏省江浦高级中学,浦口区,江浦街道象山路16号,118.622786,32.073357,科教文化服务;学校;中学,学校
金陵协和神学院,江宁区,樵歌路100号,118.902155,31.920851,科教文化服务;学校;高等院校,学校
江苏省六合高级中学,六合区,长江路116号,118.834004,32.347055,科教文化服务;学校;中学,学校
南京外国语学校仙林分校(燕子矶校区),栖霞区,燕春路8号,118.826053,32.12554,科教文化服务;学校;中学,学校
南京市第二十七高级中学(平江府路),秦淮区,平江府路166号(武定门地铁站3号口步行410米),118.792097,32.017471,科教文化服务;学校;中学,学校
南京市第六十六中学,鼓楼区,和燕路94号,118.794508,32.094039,科教文化服务;学校;中学,学校
南京市第十三中学红山分校,玄武区,营苑南路3号,118.831104,32.101629,科教文化服务;学校;中学,学校
中共南京市浦口区委党校,浦口区,沿山大道南京市浦口区委党校,118.60977,32.079132,科教文化服务;学校;学校,学校
南京理工大学附属中学,玄武区,孝陵卫街道胜利村路68号,118.849615,32.027901,科教文化服务;学校;中学,学校
南京市第十四中学,浦口区,民兵路与小外江路交叉口西220米,118.743449,32.152121,科教文化服务;学校;中学,学校
北京东路小学,玄武区,北京东路47号(鸡鸣寺地铁站4号口步行100米),118.799119,32.059018,科教文化服务;学校;小学,学校
金陵中学仙林分校(中学部),栖霞区,仙林大道177号,118.981731,32.120294,科教文化服务;学校;中学,学校
南京航空航天大学金城学院高淳校区(建设中),高淳区,高团线,118.864108,31.375505,科教文化服务;学校;学校,学校
南京市文枢中学,秦淮区,仙鹤街88号,118.774657,32.023476,科教文化服务;学校;中学,学校
南京市长江路小学,玄武区,长江路260号(大行宫地铁站6号口步行440米),118.792187,32.044862,科教文化服务;学校;小学,学校
琅琊路小学,鼓楼区,灵隐路12号,118.766512,32.061315,科教文化服务;学校;小学,学校
南京大学仙林校区现代工程与应用科学学院楼,栖霞区,仙林大道163号南京大学仙林校区,118.955202,32.121238,科教文化服务;学校;学校,学校
江苏神学院,栖霞区,仙隐北路5号,118.898242,32.101211,科教文化服务;学校;高等院校,学校
南京市第十三中学红山新城校区,玄武区,领智路55号,118.81549,32.087711,科教文化服务;学校;中学,学校
南京医科大学江宁校区学海楼,江宁区,天元东路818号,118.89244,31.937382,科教文化服务;学校;高等院校,学校
南京市力学小学,鼓楼区,汉口西路120号,118.769764,32.055237,科教文化服务;学校;小学,学校
百家湖小学,江宁区,庄排路8号(胜太路地铁站出入口步行400米),118.825108,31.943838,科教文化服务;学校;小学,学校
南京市第九中学(震旦校区),玄武区,小卫街10号(孝陵卫地铁站2号口步行320米),118.854509,32.03706,科教文化服务;学校;中学,学校
南京市东山高级中学平和路校区,江宁区,高新园平和路99号,118.898075,31.88189,科教文化服务;学校;中学,学校
南京医科大学江宁校区博学楼,江宁区,天元东路818南京医科大学,118.88962,31.936769,科教文化服务;学校;高等院校,学校
江苏联合职业技术学院(南京工程分院),江宁区,麒西路68号,118.919962,32.056269,科教文化服务;学校;高等院校,学校
南京市第十三中学(锁金分校),玄武区,锁金村71号,118.817593,32.07158,科教文化服务;学校;中学,学校
南京大学鼓楼校区逸夫馆,鼓楼区,汉口路22号南京大学,118.777449,32.056491,科教文化服务;学校;高等院校,学校
金陵高等职业技术学校(双桥门校区),秦淮区,双桥门路子铺20号(雨花门地铁站2号口步行440米),118.794417,32.004298,科教文化服务;学校;职业技术学校,学校
拉萨路小学,鼓楼区,拉萨路7号,118.770827,32.047107,科教文化服务;学校;小学,学校
南京市五老村小学,秦淮区,文昌巷76号,118.796181,32.036166,科教文化服务;学校;小学,学校
鸿创城,雨花台区,板桥街道雄风路169号,118.654088,31.916837,商务住宅;住宅区;住宅区|科教文化服务;学校;学校,学校
南京安生学校,浦口区,浦珠中路300号,118.671593,32.099868,科教文化服务;培训机构;培训机构|科教文化服务;学校;学校,学校
